1739989740.7440708, sensor_1, 30.01
1739989741.7560077, sensor_2, 36.52
1739989742.7608197, sensor_1, 26.39
1739989744.7672937, sensor_3, 24.6
1739989745.7695749, sensor_1, 32.91
1739989747.7745657, sensor_1, 15.07
1739989748.7805793, sensor_1, 36.2
1739989750.7859697, sensor_3, 25.76
1739989751.788192, sensor_2, 20.64
1739989752.7921722, sensor_3, 40.03
1739989754.8005197, sensor_1, 39.24
1739989755.8131173, sensor_3, 35.65
1739989757.818154, sensor_3, 25.88
1739989761.826766, sensor_1, 25.21
1739989763.8305182, sensor_2, 43.48
1739989765.8426454, sensor_1, 30.51
1739989767.8512955, sensor_3, 20.12
1739989769.861953, sensor_2, 36.33
1739989770.864477, sensor_3, 15.05
1739989772.8700058, sensor_3, 39.13
1739989773.8759363, sensor_1, 22.55
1739989774.8824763, sensor_3, 18.15
1739989775.886046, sensor_1, 20.53
1739989776.89225, sensor_1, 40.45
1739989779.8990963, sensor_3, 29.5
1739989780.9034126, sensor_2, 20.99
1739989781.9073036, sensor_2, 33.38
1739989782.9104242, sensor_3, 33.13
1739989783.9133766, sensor_1, 41.5
1739989785.9237404, sensor_3, 35.07
1739989786.9262588, sensor_3, 16.05
1739989787.932962, sensor_3, 37.58
1739989788.9368777, sensor_1, 42.44
1739989789.942671, sensor_1, 30.2
1739989790.9448912, sensor_2, 22.86
1739989792.9516876, sensor_3, 37.97
1739989793.9613242, sensor_2, 40.59
1739989794.9637012, sensor_1, 37.89
1739989795.9673805, sensor_1, 32.89
1739989796.971885, sensor_3, 42.41
1739989800.9814487, sensor_3, 25.18
1739989801.9861002, sensor_1, 42.35
1739989802.9920378, sensor_3, 38.26
1739989803.994358, sensor_2, 33.29
1739989804.99955, sensor_2, 30.09
1739989807.0034835, sensor_2, 20.13
1739989809.0112946, sensor_2, 42.07
1739989810.0165045, sensor_1, 16.65
1739989812.023193, sensor_3, 44.35
1739989813.0260632, sensor_1, 16.42
1739989814.0296915, sensor_2, 27.41
1739989815.0323718, sensor_2, 20.94
1739989816.034091, sensor_1, 17.61
1739989819.0521617, sensor_1, 31.75
1739989820.0569487, sensor_1, 43.02
1739989822.0626473, sensor_2, 30.89
1739989823.0667052, sensor_2, 19.02
1739989825.071979, sensor_2, 39.84
1739989826.074602, sensor_2, 29.4
1739989827.0769866, sensor_2, 22.78
1739989828.0798404, sensor_1, 34.95
1739989829.0829036, sensor_3, 37.08
1739989830.0868044, sensor_3, 34.51
1739989831.0900457, sensor_3, 35.97
1739989832.0932288, sensor_3, 27.64
1739989833.0969603, sensor_1, 16.9
1739989834.1001904, sensor_3, 34.23
1739989836.104439, sensor_3, 35.58
1739989837.1082351, sensor_1, 16.86
1739989838.1101363, sensor_1, 31.06
1739989839.112773, sensor_1, 40.44
1739989840.11507, sensor_3, 41.32
1739989841.1265042, sensor_2, 30.19
1739989843.1315932, sensor_1, 39.0
1739989844.159285, sensor_2, 30.21
1739989846.166044, sensor_2, 39.11
1739989847.1714594, sensor_1, 17.19
1739989850.17812, sensor_1, 20.28
1739989851.186819, sensor_3, 15.08
1739989852.193222, sensor_1, 35.52
1739989853.1951704, sensor_1, 25.88
1739989854.1978335, sensor_3, 43.78
1739989855.1994607, sensor_2, 24.67
1739989856.203734, sensor_2, 29.8
1739989857.217208, sensor_1, 20.77
1739989858.228361, sensor_2, 15.39
1739989859.2310534, sensor_3, 30.98
1739989860.2398207, sensor_1, 37.34
1739989861.24361, sensor_1, 39.83
1739989862.2450542, sensor_2, 37.14
1739989865.249062, sensor_3, 44.8
1739989866.2516112, sensor_1, 39.38
1739989867.2543643, sensor_3, 25.45
1739989868.2595408, sensor_2, 35.69
1739989869.264597, sensor_3, 15.0
1739989870.2674513, sensor_3, 43.97
1739989872.271467, sensor_2, 17.1
1739989873.275642, sensor_2, 24.89
1739989875.2799728, sensor_1, 36.13
1739989876.2827327, sensor_3, 35.9
1739989877.2890892, sensor_1, 35.13
1739989878.292608, sensor_3, 22.02
1739989880.3003025, sensor_2, 34.03
1739989882.3090644, sensor_3, 24.01
1739989883.312004, sensor_3, 16.52
1739989885.3164935, sensor_2, 26.6
1739989886.318281, sensor_1, 18.76
1739989887.322886, sensor_1, 26.61
1739989888.3265262, sensor_3, 27.02
1739989889.3318322, sensor_1, 23.86
1739989891.342936, sensor_2, 29.25
1739989892.3445852, sensor_2, 31.92
1739989894.3481596, sensor_2, 21.9
1739990241.4815397, sensor_3, 30.59
1739990243.5511184, sensor_2, 18.83
1739990244.569597, sensor_3, 37.77
1739990245.5852516, sensor_1, 35.38
1739990246.599154, sensor_3, 39.34
1739990248.6230354, sensor_3, 24.65
1739990249.6389005, sensor_3, 31.48
1739990250.657598, sensor_1, 33.05
1739990251.6743407, sensor_1, 35.55
1739990255.7249513, sensor_2, 42.91
1739990256.7406728, sensor_1, 24.61
1739990258.7901947, sensor_3, 18.42
1739990260.818809, sensor_1, 40.99
1739990263.8781605, sensor_3, 38.04
1739990264.908812, sensor_3, 36.3
1739990265.9359226, sensor_1, 25.38
1739990267.9816306, sensor_2, 36.73
1739990269.0166187, sensor_1, 18.77
1739990272.1172283, sensor_1, 21.57
1739990273.1363974, sensor_2, 42.96
1739990274.1689339, sensor_2, 39.24
1739990276.2145634, sensor_2, 35.73
1739990277.2340257, sensor_1, 37.77
1739990280.2812977, sensor_1, 24.99
1739990283.3382583, sensor_2, 26.05
1739990284.3526108, sensor_2, 39.24
1739990286.3894093, sensor_2, 43.08
1739990287.4151406, sensor_3, 33.52
1739990288.4391162, sensor_1, 32.09
1739990290.4861557, sensor_3, 21.2
1739990292.5528898, sensor_2, 25.01
1739990293.5822427, sensor_2, 37.24
1739990297.7032433, sensor_2, 35.31
1739990298.7233188, sensor_3, 37.22
1739990299.7436888, sensor_3, 33.22
1739990300.7662575, sensor_3, 20.66
1739990301.785294, sensor_3, 35.69
1739990302.8085992, sensor_3, 30.88
1739990303.8278577, sensor_2, 25.01
1739990305.8832986, sensor_2, 30.02
1739990306.9038002, sensor_3, 30.45
1739992106.5800638, sensor_3, 34.93
1739992107.5840216, sensor_2, 30.64
1739992108.5874083, sensor_1, 44.86
1739992121.96154, sensor_1, 19.31
1739992122.96974, sensor_3, 23.67
1739992123.9736402, sensor_2, 27.25
1739992327.327751, sensor_1, 29.59
1739992328.3376586, sensor_1, 15.51
1739992329.3405945, sensor_3, 25.21
1739992330.3428915, sensor_2, 16.18
1739992335.4192936, sensor_3, 18.08
1739992340.4772022, sensor_3, 40.45
1739992341.47934, sensor_3, 36.03
1739992351.3188255, sensor_2, 34.68
1739992352.3205965, sensor_1, 40.23
1739992353.3226469, sensor_3, 34.99
1739992354.3245313, sensor_3, 42.26
1739992355.3303757, sensor_2, 40.81
1739992356.3400006, sensor_3, 28.31
